epoch,lr,seconds,train_accuracy,train_qwk,train_f1_macro,train_f1_weighted,train_loss,val_accuracy,val_qwk,val_f1_macro,val_f1_weighted,val_referable_sensitivity,val_referable_precision,val_referable_f1,val_referable_specificity,val_loss
30,4.840776425613885e-05,33.3,0.75234375,0.851032844297039,0.6122349515302098,0.7594491614555896,1.0466684773564339,0.7781818181818182,0.8662765814225921,0.6223617679296125,0.7853965735037561,0.8295964125560538,0.9113300492610837,0.8685446009389671,0.944954128440367,1.0961382709849965
31,3.964141339903026e-05,33.26,0.76484375,0.8660805194085306,0.6315286213379758,0.7717206974280161,1.0231012389063836,0.7527272727272727,0.8484107884779711,0.6034537418724797,0.7566022565666753,0.8295964125560538,0.925,0.8747044917257684,0.9541284403669725,1.112741116176952
32,3.162892359054098e-05,33.22,0.76015625,0.8597888291443695,0.6289004573703835,0.7662002798935047,1.0237634368240833,0.7927272727272727,0.8785404226423611,0.653459381635508,0.7974739979241503,0.8609865470852018,0.897196261682243,0.8787185354691075,0.9327217125382263,1.0925550027327104
33,2.4425028260620715e-05,33.04,0.768359375,0.866798737795902,0.6388589784537336,0.7750722456058455,1.0321860209107399,0.7581818181818182,0.8441704181195637,0.5979747216891054,0.7601978533285401,0.7937219730941704,0.917098445595855,0.8509615384615384,0.9510703363914373,1.10076683326201
34,1.8078937319026654e-05,33.06,0.75546875,0.8596978710249759,0.622656112603379,0.7621122644619782,1.0203466840088367,0.7727272727272727,0.8572939206720649,0.6188018633968355,0.7757995441389832,0.7802690582959642,0.925531914893617,0.8467153284671532,0.9571865443425076,1.0969097982753406
35,1.2634001001741373e-05,33.2,0.75625,0.8635763551600022,0.6184528753552803,0.7632639503639196,1.0179133355617522,0.7654545454545455,0.8570811735950874,0.6127830099986413,0.7715684151118414,0.8116591928251121,0.905,0.8557919621749409,0.9418960244648318,1.0820166091485457
36,8.127413744904804e-06,33.67,0.766796875,0.8627812002491867,0.6371339141445201,0.7744351069293036,0.9993151292204857,0.7763636363636364,0.8628077184307488,0.6247707461208613,0.7800247392695047,0.7847533632286996,0.9210526315789473,0.847457627118644,0.9541284403669725,1.0935646609826521
37,4.589960109100444e-06,34.21,0.76796875,0.8684254956825801,0.6367635465325603,0.7760640618154573,1.003159113973379,0.7763636363636364,0.8589394273321072,0.630512076878106,0.7815617434239663,0.8116591928251121,0.9095477386934674,0.8578199052132701,0.944954128440367,1.0913559616695752
38,2.0458044895916513e-06,33.6,0.76484375,0.8649787243237713,0.6399240565139663,0.7718832579703199,1.0038156189024448,0.7763636363636364,0.8648883456461692,0.6244274838343943,0.7809714068825797,0.7937219730941704,0.921875,0.8530120481927711,0.9541284403669725,1.0927630225094882
39,5.123260489995229e-07,33.21,0.769921875,0.8668352304114195,0.6412036124519612,0.7779902810058056,1.0012154832482338,0.7709090909090909,0.8588399609248321,0.619368571158239,0.7761145521145522,0.7847533632286996,0.9162303664921466,0.8454106280193237,0.9510703363914373,1.0972489244287664
40,0.0,33.01,0.7609375,0.8531528826820289,0.6346209533889337,0.7685173199532147,1.0107664868235589,0.7709090909090909,0.8616310761029081,0.6184683764963708,0.7759488083511825,0.7802690582959642,0.9206349206349206,0.8446601941747572,0.9541284403669725,1.0957192199880426
