epoch,lr,seconds,train_accuracy,train_qwk,train_f1_macro,train_f1_weighted,train_loss,val_accuracy,val_qwk,val_f1_macro,val_f1_weighted,val_referable_sensitivity,val_referable_precision,val_referable_f1,val_referable_specificity,val_loss
11,0.0001,269.28,0.94140625,0.9732728559070121,0.8916372741407642,0.9414305244792406,0.6256500551942736,0.7963636363636364,0.904682661723506,0.6552191321302481,0.8060012283513891,0.9103139013452914,0.9022222222222223,0.90625,0.9327217125382263,1.2105291357907382
12,8.263518223330697e-05,319.03,0.9484375,0.9720019915770836,0.9120696712682692,0.9485220282812754,0.5840538985095918,0.8436363636363636,0.9070658618860459,0.6869459220285391,0.8401641201039936,0.9282511210762332,0.9,0.9139072847682119,0.9296636085626911,1.201846175627275
13,6.579798566743314e-05,293.23,0.949609375,0.9694533026801678,0.9051865765353269,0.9497168544421533,0.583802224509418,0.8218181818181818,0.8989827475461375,0.6670433908133562,0.8215982859597772,0.8430493273542601,0.9261083743842364,0.8826291079812206,0.9541284403669725,1.2540752072767778
14,5.000000000000002e-05,259.85,0.968359375,0.9817938442806567,0.9424862747492085,0.968391972129312,0.5318376170936971,0.8490909090909091,0.9186437380000755,0.7030793567046765,0.8439434851941827,0.8923766816143498,0.9128440366972477,0.9024943310657596,0.9418960244648318,1.2340967644344676
15,3.5721239031346066e-05,264.41,0.976171875,0.9872411750479068,0.9542653771294116,0.9760889500659349,0.514745641918853,0.8345454545454546,0.91363117491801,0.696287470420826,0.8356246207617859,0.874439461883408,0.9198113207547169,0.896551724137931,0.9480122324159022,1.2032013190876354
16,2.339555568810221e-05,264.95,0.977734375,0.9874112084502263,0.9578363015562206,0.9777281047895118,0.49630204448476434,0.8490909090909091,0.9157410115455704,0.7133400104227737,0.8481346418059824,0.9013452914798207,0.9178082191780822,0.9095022624434389,0.944954128440367,1.2048112466118552
17,1.339745962155613e-05,266.63,0.976953125,0.9866189944101577,0.9542985391384662,0.9769139411379788,0.49824506910517813,0.8381818181818181,0.9132647730789626,0.7039795722331454,0.8395499622068681,0.8968609865470852,0.9259259259259259,0.9111617312072893,0.9510703363914373,1.1913849999687889
18,6.030737921409169e-06,297.31,0.9828125,0.9907491933775426,0.9684681930907365,0.9828391994537586,0.4836973051074892,0.8454545454545455,0.915018709750266,0.7144434768893562,0.8450849238979427,0.8923766816143498,0.9212962962962963,0.9066059225512528,0.9480122324159022,1.1995599527792498
19,1.5192246987791981e-06,266.36,0.9828125,0.9882704971429297,0.9693888494609706,0.9828077580612057,0.47090926198288796,0.8418181818181818,0.9136236136540292,0.711706577609277,0.8415665120947101,0.874439461883408,0.9241706161137441,0.8986175115207373,0.9510703363914373,1.2135384065454657
20,0.0,286.76,0.9828125,0.9921612625698757,0.9674161104804767,0.9828740446194741,0.4673139533959329,0.8309090909090909,0.9093843661641124,0.6953834495228495,0.8315163579405074,0.8834080717488789,0.9205607476635514,0.9016018306636155,0.9480122324159022,1.2292334378849377
