epoch,lr,seconds,train_accuracy,train_qwk,train_f1_macro,train_f1_weighted,train_loss,val_accuracy,val_qwk,val_f1_macro,val_f1_weighted,val_referable_sensitivity,val_referable_precision,val_referable_f1,val_referable_specificity,val_loss
11,0.0002002319418256479,131.06,0.918359375,0.9531328267308637,0.8614817211379708,0.9196589662692143,0.6359414290636778,0.8236363636363636,0.884069634867255,0.6531512288965057,0.8199492018496688,0.8699551569506726,0.9282296650717703,0.8981481481481481,0.9541284403669725,1.1708550219102338
12,0.00018051840195789506,130.69,0.92421875,0.9562024601629906,0.8726248684216215,0.9254051000750282,0.6188915330916643,0.8272727272727273,0.9053305869218319,0.6993482192455336,0.8339051794678958,0.9282511210762332,0.92,0.9241071428571429,0.944954128440367,1.1275913535464894
13,0.00016023636200470065,129.82,0.940234375,0.9684055237197325,0.9003842704754181,0.9410953918866143,0.5765046510845423,0.8490909090909091,0.9134628767844499,0.7025338450055777,0.8491584154407804,0.9417040358744395,0.9130434782608695,0.9271523178807947,0.9388379204892966,1.1850883072072809
14,0.00013976363799529936,128.73,0.9515625,0.9712541927733228,0.9185426324443291,0.9520876683568273,0.5491753036156297,0.84,0.9028987365493298,0.6704044822224227,0.8333987070317901,0.9327354260089686,0.8927038626609443,0.9122807017543859,0.9235474006116208,1.2633823542161422
15,0.00011948159804210495,129.1,0.965625,0.9813070547928843,0.9430478512283758,0.9659174351259654,0.5006793141365051,0.8490909090909091,0.9100300395570404,0.7163057834772099,0.847807735966679,0.8968609865470852,0.9049773755656109,0.9009009009009009,0.9357798165137615,1.1637262014909224
16,9.976805817435207e-05,129.65,0.966796875,0.9821974006769295,0.9428083119921711,0.9669301232160711,0.4983710404485464,0.8490909090909091,0.8968531433465514,0.6979480451152978,0.8448713528243212,0.9147982062780269,0.9066666666666666,0.9107142857142857,0.9357798165137615,1.2046522374586626
17,8.099024434032717e-05,129.33,0.971875,0.9851032890948895,0.9526572892820587,0.9720813445482527,0.4800757696852088,0.8418181818181818,0.9030173933896656,0.6830503888283521,0.8365704565837929,0.9192825112107623,0.8951965065502183,0.9070796460176991,0.926605504587156,1.2441256965290417
18,6.349795168276994e-05,129.57,0.971875,0.9840017635737075,0.9473267810326906,0.9718996348081056,0.47956651616841556,0.8436363636363636,0.90662903866856,0.6961959646149152,0.8429070237193966,0.9103139013452914,0.9022222222222223,0.90625,0.9327217125382263,1.2175512630289251
19,4.7617028517201894e-05,129.62,0.983203125,0.9913266518436737,0.9683470681507147,0.9832545187727953,0.4486302757635713,0.8563636363636363,0.9035918392747866,0.7070655832426429,0.8511513564644209,0.9192825112107623,0.9111111111111111,0.9151785714285714,0.9388379204892966,1.2399800950830633
20,3.364330639433701e-05,129.25,0.983984375,0.9907481603159504,0.9716590766100074,0.9840205989513008,0.4512779025360942,0.8527272727272728,0.897560995254079,0.6957317094031825,0.847670909832815,0.9147982062780269,0.9147982062780269,0.9147982062780269,0.9418960244648318,1.2496311881325461
21,2.1837089318026697e-05,131.25,0.98203125,0.9912537074866843,0.965826432374538,0.9821259923232702,0.45936155412346125,0.850909090909091,0.8997051940552533,0.6977278720780319,0.8464610769770013,0.8968609865470852,0.9174311926605505,0.9070294784580499,0.944954128440367,1.2403421046517111
